area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
068018002,ROI small area,"Tuam, Limerick and Killaloe",068018002,4,4,13,188
068005009,ROI small area,"Tuam, Limerick and Killaloe",068005009,0,9,2,159
087047015,ROI small area,Meath and Kildare,087047015,10,10,8,181
087047013,ROI small area,Meath and Kildare,087047013,3,21,15,158
087047012,ROI small area,Meath and Kildare,087047012,11,9,1,118
147043007,ROI small area,Meath and Kildare,147043007,38,15,15,274
048065006,ROI small area,"Cork, Cloyne and Ross",048065006,3,6,1,192
048042009/01,ROI small area,"Cork, Cloyne and Ross",048042009/01,2,27,21,204
207071032,ROI small area,"Tuam, Limerick and Killaloe",207071032,21,47,19,245
207082013,ROI small area,"Tuam, Limerick and Killaloe",207082013,4,7,1,210
207082004,ROI small area,"Tuam, Limerick and Killaloe",207082004,7,3,2,157
147034013,ROI small area,Meath and Kildare,147034013,12,30,3,203
147014019,ROI small area,Meath and Kildare,147014019,20,3,7,326
167038013,ROI small area,Meath and Kildare,167038013,4,29,11,348
147034022,ROI small area,Meath and Kildare,147034022,1,0,1,242
147039007,ROI small area,Meath and Kildare,147039007,4,6,1,201
147039016,ROI small area,Meath and Kildare,147039016,4,4,3,182
147014015,ROI small area,Meath and Kildare,147014015,0,12,2,144
147014013,ROI small area,Meath and Kildare,147014013,14,44,13,120
147014014,ROI small area,Meath and Kildare,147014014,10,23,5,76
048052008,ROI small area,"Cork, Cloyne and Ross",048052008,7,17,22,93
147014020,ROI small area,Meath and Kildare,147014020,14,38,3,167
147014038,ROI small area,Meath and Kildare,147014038,4,2,4,206
147014032,ROI small area,Meath and Kildare,147014032,18,5,0,257
048053002,ROI small area,"Cork, Cloyne and Ross",048053002,1,3,3,164
048057005,ROI small area,"Cork, Cloyne and Ross",048057005,0,13,8,89
207071020,ROI small area,"Tuam, Limerick and Killaloe",207071020,14,24,7,99
207082007,ROI small area,"Tuam, Limerick and Killaloe",207082007,5,8,5,110
147014001,ROI small area,Meath and Kildare,147014001,23,26,8,126
147014033,ROI small area,Meath and Kildare,147014033,3,15,7,125
147014043,ROI small area,Meath and Kildare,147014043,3,59,7,240
147014039,ROI small area,Meath and Kildare,147014039,8,4,1,218
077160056,ROI small area,"Tuam, Limerick and Killaloe",077160056,2,0,2,110
048007003,ROI small area,"Cork, Cloyne and Ross",048007003,4,32,3,142
048007002,ROI small area,"Cork, Cloyne and Ross",048007002,7,18,9,183
048029004,ROI small area,"Cork, Cloyne and Ross",048029004,1,1,1,107
048060003,ROI small area,"Cork, Cloyne and Ross",048060003,6,12,16,141
167082008,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167082007,ROI small area,Meath and Kildare,167082007,19,30,16,414
167082023,ROI small area,Meath and Kildare,167082023,15,10,12,146
147043001,ROI small area,Meath and Kildare,147043001,8,10,2,327
048015003,ROI small area,"Cork, Cloyne and Ross",048015003,4,90,27,135
167082038,ROI small area,Meath and Kildare,167082038,11,4,4,406
048037005,ROI small area,"Cork, Cloyne and Ross",048037005,5,8,7,121
048037004,ROI small area,"Cork, Cloyne and Ross",048037004,3,7,8,149
048037007,ROI small area,"Cork, Cloyne and Ross",048037007,2,1,4,88
167082031,ROI small area,Meath and Kildare,167082031,5,25,6,217
048054009,ROI small area,"Cork, Cloyne and Ross",048054009,1,10,4,120
048054011,ROI small area,"Cork, Cloyne and Ross",048054011,1,12,5,83
048054010,ROI small area,"Cork, Cloyne and Ross",048054010,5,17,15,103
048040006,ROI small area,"Cork, Cloyne and Ross",048040006,15,13,2,123
147014002,ROI small area,Meath and Kildare,147014002,6,6,7,264
147014004,ROI small area,Meath and Kildare,147014004,7,14,2,171
147014042,ROI small area,Meath and Kildare,147014042,0,15,3,170
147014029,ROI small area,Meath and Kildare,147014029,0,15,3,155
147014028,ROI small area,Meath and Kildare,147014028,0,5,8,179
048053005,ROI small area,"Cork, Cloyne and Ross",048053005,4,15,12,102
048060001,ROI small area,"Cork, Cloyne and Ross",048060001,1,37,14,90
048040007,ROI small area,"Cork, Cloyne and Ross",048040007,2,5,5,166
048053004,ROI small area,"Cork, Cloyne and Ross",048053004,8,13,14,150
048052010,ROI small area,"Cork, Cloyne and Ross",048052010,5,22,15,79
048052009,ROI small area,"Cork, Cloyne and Ross",048052009,3,10,11,106
147043011,ROI small area,Meath and Kildare,147043011,7,13,9,217
147034008,ROI small area,Meath and Kildare,147034008,5,4,3,168
147034007,ROI small area,Meath and Kildare,147034007,13,6,3,258
167082030/02,ROI small area,Meath and Kildare,167082030/02,9,21,8,273
167082027,ROI small area,Meath and Kildare,167082027,18,28,7,149
167082026,ROI small area,Meath and Kildare,167082026,10,26,6,127
147014007,ROI small area,Meath and Kildare,147014007,2,3,3,102
147034023,ROI small area,Meath and Kildare,147034023,0,1,0,156
147034006,ROI small area,Meath and Kildare,147034006,0,3,3,229
147035017,ROI small area,Meath and Kildare,147035017,41,6,20,336
167082018,ROI small area,Meath and Kildare,167082018,12,13,8,395
048012005,ROI small area,"Cork, Cloyne and Ross",048012005,1,0,0,56
048057001,ROI small area,"Cork, Cloyne and Ross",048057001,13,3,9,177
048024007,ROI small area,"Cork, Cloyne and Ross",048024007,1,15,9,179
147039015,ROI small area,Meath and Kildare,147039015,1,10,8,241
147034020,ROI small area,Meath and Kildare,147034020,0,0,1,161
147034021,ROI small area,Meath and Kildare,147034021,0,0,3,233
128014002,ROI small area,"Tuam, Limerick and Killaloe",128014002,13,59,24,108
128014007,ROI small area,"Tuam, Limerick and Killaloe",128014007,16,38,23,80
128014008,ROI small area,"Tuam, Limerick and Killaloe",128014008,61,54,24,81
128014010,ROI small area,"Tuam, Limerick and Killaloe",128014010,49,59,31,132
128033002,ROI small area,"Tuam, Limerick and Killaloe",128033002,10,30,15,39
128029006,ROI small area,"Tuam, Limerick and Killaloe",128029006,5,23,20,78
128029007,ROI small area,"Tuam, Limerick and Killaloe",128029007,4,64,28,174
128029003,ROI small area,"Tuam, Limerick and Killaloe",128029003,20,46,6,75
128013003/01,ROI small area,"Tuam, Limerick and Killaloe",128013003/01,2,3,0,136
067184012,ROI small area,"Tuam, Limerick and Killaloe",067184012,1,16,13,119
047271014,ROI small area,"Cork, Cloyne and Ross",047271014,6,37,8,165
147034016,ROI small area,Meath and Kildare,147034016,12,15,11,197
147034011,ROI small area,Meath and Kildare,147034011,0,0,7,206
167082013,ROI small area,Meath and Kildare,167082013,4,6,9,204
167038025,ROI small area,Meath and Kildare,167038025,3,1,6,332
167038022,ROI small area,Meath and Kildare,167038022,0,0,2,189
147002011,ROI small area,Meath and Kildare,147002011,0,4,5,139
147014010,ROI small area,Meath and Kildare,147014010,22,38,22,167
147014036,ROI small area,Meath and Kildare,147014036,21,17,16,73
147014035,ROI small area,Meath and Kildare,147014035,11,12,14,86
147034024,ROI small area,Meath and Kildare,147034024,9,19,17,95
027025001,ROI small area,"Kilmore, Elphin and Ardagh",027025001,13,38,18,157
157049019,ROI small area,"Tuam, Limerick and Killaloe",157049019,1,11,18,110
027028008,ROI small area,"Kilmore, Elphin and Ardagh",027028008,0,0,4,267
027028002,ROI small area,"Kilmore, Elphin and Ardagh",027028002,3,0,2,125
167038018,ROI small area,Meath and Kildare,167038018,5,4,4,108
157153013,ROI small area,"Tuam, Limerick and Killaloe",157153013,0,3,3,189
157153017,ROI small area,"Tuam, Limerick and Killaloe",157153017,2,0,1,85
157153026,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157021016,ROI small area,"Tuam, Limerick and Killaloe",157021016,3,1,5,70
067212008,ROI small area,"Tuam, Limerick and Killaloe",067212008,9,10,1,160
157049009,ROI small area,"Tuam, Limerick and Killaloe",157049009,4,14,15,115
157049008,ROI small area,"Tuam, Limerick and Killaloe",157049008,6,11,24,150
207071023,ROI small area,"Tuam, Limerick and Killaloe",207071023,12,47,5,185
147034019,ROI small area,Meath and Kildare,147034019,0,12,2,132
147034018,ROI small area,Meath and Kildare,147034018,0,10,10,99
147034014,ROI small area,Meath and Kildare,147034014,7,16,11,142
207071021,ROI small area,"Tuam, Limerick and Killaloe",207071021,21,27,16,105
207082018,ROI small area,"Tuam, Limerick and Killaloe",207082018,0,2,1,122
207071008,ROI small area,"Tuam, Limerick and Killaloe",207071008,3,11,2,139
207081019,ROI small area,"Tuam, Limerick and Killaloe",207081019,6,13,6,159
207081006,ROI small area,"Kilmore, Elphin and Ardagh",207081006,10,6,11,165
157049010,ROI small area,"Tuam, Limerick and Killaloe",157049010,15,48,2,165
147043005,ROI small area,Meath and Kildare,147043005,6,1,0,223
207081023,ROI small area,"Kilmore, Elphin and Ardagh",207081023,8,34,9,157
137045004,ROI small area,"Kilmore, Elphin and Ardagh",137045004,11,6,5,157
137043005,ROI small area,"Kilmore, Elphin and Ardagh",137043005,1,2,1,187
048055002,ROI small area,"Cork, Cloyne and Ross",048055002,6,3,3,156
067212005,ROI small area,"Tuam, Limerick and Killaloe",067212005,7,13,6,100
067211024,ROI small area,"Tuam, Limerick and Killaloe",067211024,0,1,4,237
067211004,ROI small area,"Tuam, Limerick and Killaloe",067211004,7,0,7,223
067212015,ROI small area,"Tuam, Limerick and Killaloe",067212015,4,8,6,118
157049027,ROI small area,"Tuam, Limerick and Killaloe",157049027,1,5,0,130
157048017,ROI small area,"Tuam, Limerick and Killaloe",157048017,0,19,4,201
157048027,ROI small area,"Tuam, Limerick and Killaloe",157048027,4,7,8,227
157016009,ROI small area,"Tuam, Limerick and Killaloe",157016009,1,2,6,171
137043015,ROI small area,"Kilmore, Elphin and Ardagh",137043015,5,8,14,82
207082008,ROI small area,"Tuam, Limerick and Killaloe",207082008,4,3,4,179
237079032,ROI small area,Meath and Kildare,237079032,9,0,0,269
167028003,ROI small area,Meath and Kildare,167028003,0,0,8,222
167003004,ROI small area,Meath and Kildare,167003004,6,3,0,218
207055016,ROI small area,"Tuam, Limerick and Killaloe",207055016,0,16,2,245
167038031/03,ROI small area,Meath and Kildare,167038031/03,0,3,3,168
147043002,ROI small area,Meath and Kildare,147043002,17,11,11,313
147043006,ROI small area,Meath and Kildare,147043006,17,8,1,262
237079034,ROI small area,Meath and Kildare,237079034,4,34,11,212
237079035,ROI small area,Meath and Kildare,237079035,3,7,5,230
207071025,ROI small area,"Tuam, Limerick and Killaloe",207071025,6,6,1,88
167090004,ROI small area,Meath and Kildare,167090004,7,5,2,257
167091005,ROI small area,Meath and Kildare,167091005,6,8,4,206
207082009,ROI small area,"Tuam, Limerick and Killaloe",207082009,11,3,3,157
207082001,ROI small area,"Tuam, Limerick and Killaloe",207082001,10,3,10,107
207081017,ROI small area,"Kilmore, Elphin and Ardagh",207081017,11,7,3,120
167030014,ROI small area,Meath and Kildare,167030014,0,0,7,227
167030001,ROI small area,Meath and Kildare,167030001,1,16,8,307
137043004,ROI small area,"Kilmore, Elphin and Ardagh",137043004,2,0,5,120
167040001,ROI small area,Meath and Kildare,167040001,5,5,11,134
167065013,ROI small area,Meath and Kildare,167065013,9,1,4,245
067211003,ROI small area,"Tuam, Limerick and Killaloe",067211003,10,31,4,166
067211002,ROI small area,"Tuam, Limerick and Killaloe",067211002,12,32,4,202
157025008,ROI small area,"Tuam, Limerick and Killaloe",157025008,7,99,70,193
157154008,ROI small area,"Tuam, Limerick and Killaloe",157154008,0,6,4,141
157015010,ROI small area,"Tuam, Limerick and Killaloe",157015010,0,6,2,183
157015012,ROI small area,"Tuam, Limerick and Killaloe",157015012,0,2,1,315
157097008,ROI small area,"Tuam, Limerick and Killaloe",157097008,0,0,0,99
167065003,ROI small area,Meath and Kildare,167065003,12,5,11,222
167065009,ROI small area,Meath and Kildare,167065009,5,0,4,197
128027003,ROI small area,"Tuam, Limerick and Killaloe",128027003,0,5,2,182
127105032,ROI small area,"Tuam, Limerick and Killaloe",127105032,31,11,8,129
087034018,ROI small area,Meath and Kildare,087034018,75,31,32,123
077102001,ROI small area,"Tuam, Limerick and Killaloe",077102001,7,41,10,134
077102021,ROI small area,"Tuam, Limerick and Killaloe",077102021,1,4,4,90
147043004,ROI small area,Meath and Kildare,147043004,27,10,9,253
147034002,ROI small area,Meath and Kildare,147034002,15,34,10,315
167090022/02,ROI small area,Meath and Kildare,167090022/02,2,3,1,151
147035001,ROI small area,Meath and Kildare,147035001,24,2,4,425
147035006,ROI small area,Meath and Kildare,147035006,13,10,8,231
147043010,ROI small area,Meath and Kildare,147043010,15,20,8,309
147039003,ROI small area,Meath and Kildare,147039003,8,2,14,307
167046001,ROI small area,Meath and Kildare,167046001,2,1,5,354
027025003,ROI small area,"Kilmore, Elphin and Ardagh",027025003,1,0,9,281
027025009,ROI small area,"Kilmore, Elphin and Ardagh",027025009,40,25,10,89
027025008,ROI small area,"Kilmore, Elphin and Ardagh",027025008,24,9,3,173
167090022/03,ROI small area,Meath and Kildare,167090022/03,1,6,11,365
027024027,ROI small area,"Kilmore, Elphin and Ardagh",027024027,0,12,8,165
027063001,ROI small area,Meath and Kildare,027063001,0,0,0,177
197032008/197032009,ROI small area,"Tuam, Limerick and Killaloe",197032008/197032009,13,5,4,112
167030009,ROI small area,Meath and Kildare,167030009,3,5,5,331
167039007,ROI small area,Meath and Kildare,167039007,3,3,8,346
117063008,ROI small area,"Kilmore, Elphin and Ardagh",117063008,0,2,2,105
167065029,ROI small area,Meath and Kildare,167065029,0,7,1,198
067059011,ROI small area,"Tuam, Limerick and Killaloe",067059011,0,0,0,111
067059010,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157153011,ROI small area,"Tuam, Limerick and Killaloe",157153011,2,2,12,211
157153012,ROI small area,"Tuam, Limerick and Killaloe",157153012,1,1,1,140
037027033,ROI small area,"Tuam, Limerick and Killaloe",037027033,0,13,0,152
157048013,ROI small area,"Tuam, Limerick and Killaloe",157048013,0,3,9,157
157049006,ROI small area,"Tuam, Limerick and Killaloe",157049006,6,11,6,139
157049018,ROI small area,"Tuam, Limerick and Killaloe",157049018,10,16,8,135
127026022,ROI small area,"Tuam, Limerick and Killaloe",127026022,4,13,2,89
127026020/02,ROI small area,"Tuam, Limerick and Killaloe",127026020/02,1,18,3,132
068020008,ROI small area,"Tuam, Limerick and Killaloe",068020008,2,11,2,134
207012006,ROI small area,"Tuam, Limerick and Killaloe",207012006,7,6,3,339
207071002,ROI small area,"Tuam, Limerick and Killaloe",207071002,1,0,2,284
207071001,ROI small area,"Tuam, Limerick and Killaloe",207071001,1,8,8,192
207071022,ROI small area,"Tuam, Limerick and Killaloe",207071022,12,0,4,262
207071024,ROI small area,"Tuam, Limerick and Killaloe",207071024,6,29,10,144
048057004,ROI small area,"Cork, Cloyne and Ross",048057004,10,8,19,98
048012006,ROI small area,"Cork, Cloyne and Ross",048012006,0,0,8,69
048012003,ROI small area,"Cork, Cloyne and Ross",048012003,4,18,4,160
237079014,ROI small area,Meath and Kildare,237079014,0,4,2,246
237106004,ROI small area,Meath and Kildare,237106004,0,8,2,218
237106001,ROI small area,Meath and Kildare,237106001,1,5,1,207
037057021,ROI small area,"Tuam, Limerick and Killaloe",037057021,0,6,1,281
067017007,ROI small area,"Tuam, Limerick and Killaloe",067017007,1,17,10,337
167025009,ROI small area,Meath and Kildare,167025009,2,9,6,202
167025010,ROI small area,Meath and Kildare,167025010,0,10,13,201
167042004,ROI small area,Meath and Kildare,167042004,15,18,12,402
067071001,ROI small area,"Tuam, Limerick and Killaloe",067071001,0,0,0,115
068018008,ROI small area,"Tuam, Limerick and Killaloe",068018008,0,4,1,71
237079002,ROI small area,Meath and Kildare,237079002,0,6,4,233
048030004/03,ROI small area,"Cork, Cloyne and Ross",048030004/03,5,21,14,73
048015004,ROI small area,"Cork, Cloyne and Ross",048015004,22,19,20,73
128014001,ROI small area,"Tuam, Limerick and Killaloe",128014001,31,52,15,92
128013002,ROI small area,"Tuam, Limerick and Killaloe",128013002,7,29,5,44
117015004,ROI small area,"Kilmore, Elphin and Ardagh",117015004,0,0,3,103
117015019,ROI small area,"Kilmore, Elphin and Ardagh",117015019,0,21,27,148
117009006,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137045015,ROI small area,"Kilmore, Elphin and Ardagh",137045015,55,2,13,184
137029004,ROI small area,"Kilmore, Elphin and Ardagh",137029004,11,47,14,174
237106017,ROI small area,Meath and Kildare,237106017,11,48,17,146
237080014,ROI small area,Meath and Kildare,237080014,2,2,7,136
237080007,ROI small area,Meath and Kildare,237080007,2,11,24,101
237080003,ROI small area,Meath and Kildare,237080003,9,17,27,193
237080006,ROI small area,Meath and Kildare,237080006,0,20,4,129
237106020,ROI small area,Meath and Kildare,237106020,4,6,5,121
237080015,ROI small area,Meath and Kildare,237080015,1,8,9,134
237106008,ROI small area,Meath and Kildare,237106008,15,0,9,159
237106016,ROI small area,Meath and Kildare,237106016,18,40,15,193
207081009,ROI small area,"Tuam, Limerick and Killaloe",207081009,0,0,0,66
167066002,ROI small area,Meath and Kildare,167066002,2,17,5,130
167025033,ROI small area,Meath and Kildare,167025033,23,12,9,171
197022005,ROI small area,"Tuam, Limerick and Killaloe",197022005,1,0,2,156
117015011,ROI small area,"Kilmore, Elphin and Ardagh",117015011,0,21,5,125
167065011,ROI small area,Meath and Kildare,167065011,2,13,7,190
167066008,ROI small area,Meath and Kildare,167066008,3,10,5,187
167065070,ROI small area,Meath and Kildare,167065070,0,1,3,194
027008008,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
167066012,ROI small area,Meath and Kildare,167066012,14,6,10,135
167066001,ROI small area,Meath and Kildare,167066001,13,17,43,122
167025025,ROI small area,Meath and Kildare,167025025,7,5,2,245
167042005/01,ROI small area,Meath and Kildare,167042005/01,4,11,6,235
167065031,ROI small area,Meath and Kildare,167065031,0,9,7,256
167065079,ROI small area,Meath and Kildare,167065079,5,4,10,158
167065040,ROI small area,Meath and Kildare,167065040,7,5,8,268
167065036,ROI small area,Meath and Kildare,167065036,0,5,14,200
167065002,ROI small area,Meath and Kildare,167065002,3,6,12,140
167065054,ROI small area,Meath and Kildare,167065054,35,6,16,323
027025006,ROI small area,"Kilmore, Elphin and Ardagh",027025006,4,2,0,162
167042003,ROI small area,Meath and Kildare,167042003,11,5,3,247
167065006,ROI small area,Meath and Kildare,167065006,33,19,3,349
167066014,ROI small area,Meath and Kildare,167066014,0,11,10,201
