area_code,type,diocese,sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
068003014,ROI small area,"Tuam, Limerick and Killaloe",068003014,22,14,1,26,1,0,6,2,1,0,1,0,2,4
068015001,ROI small area,"Tuam, Limerick and Killaloe",068015001,20,6,1,26,4,5,25,2,1,0,6,2,2,14
068015007,ROI small area,"Tuam, Limerick and Killaloe",068015007,14,4,6,23,10,1,7,3,1,0,0,0,4,27
068015006,ROI small area,"Tuam, Limerick and Killaloe",068015006,43,4,3,9,1,1,10,2,2,0,1,2,0,4
068020009,ROI small area,"Tuam, Limerick and Killaloe",068020009,30,9,4,8,1,2,7,3,2,0,1,1,4,16
067179004,ROI small area,"Tuam, Limerick and Killaloe",067179004,32,13,2,61,9,4,16,2,1,0,0,1,3,8
068013001,ROI small area,"Tuam, Limerick and Killaloe",068013001,13,5,4,14,0,1,5,8,1,0,2,1,2,37
068022002,ROI small area,"Tuam, Limerick and Killaloe",068022002,35,17,8,26,1,1,10,3,2,0,2,1,6,23
068016006,ROI small area,"Tuam, Limerick and Killaloe",068016006,23,22,1,30,0,0,2,3,1,0,1,0,1,1
067213003,ROI small area,"Tuam, Limerick and Killaloe",067213003,22,21,8,49,6,1,12,0,4,0,0,0,1,7
068018013,ROI small area,"Tuam, Limerick and Killaloe",068018013,40,13,11,23,2,2,21,3,1,0,0,0,0,21
068018012,ROI small area,"Tuam, Limerick and Killaloe",068018012,36,29,5,34,0,1,8,4,3,0,2,5,2,7
068016004,ROI small area,"Tuam, Limerick and Killaloe",068016004,15,22,1,19,0,1,3,1,1,0,0,1,2,8
068007010,ROI small area,"Tuam, Limerick and Killaloe",068007010,37,23,11,9,0,2,5,4,3,0,0,0,6,21
068020003,ROI small area,"Tuam, Limerick and Killaloe",068020003,34,12,11,8,2,0,4,4,1,0,1,1,11,41
068010018,ROI small area,"Tuam, Limerick and Killaloe",068010018,26,7,8,24,2,0,5,8,0,1,0,1,4,20
068010019,ROI small area,"Tuam, Limerick and Killaloe",068010019,22,20,3,23,2,1,9,0,1,0,1,0,7,18
068016005,ROI small area,"Tuam, Limerick and Killaloe",068016005,24,26,4,32,4,2,12,3,2,2,0,1,2,6
068009001,ROI small area,"Tuam, Limerick and Killaloe",068009001,35,14,2,18,1,2,7,1,2,0,1,1,8,13
047323020,ROI small area,"Cork, Cloyne and Ross",047323020,28,23,0,19,8,0,10,2,1,0,3,0,1,1
068012005,ROI small area,"Tuam, Limerick and Killaloe",068012005,21,12,6,21,2,2,5,2,2,0,1,0,2,17
068012009,ROI small area,"Tuam, Limerick and Killaloe",068012009,9,7,4,10,9,1,10,3,2,0,2,1,2,18
047323025,ROI small area,"Cork, Cloyne and Ross",047323025,38,14,3,11,4,1,6,1,5,1,4,1,4,9
068001021,ROI small area,"Tuam, Limerick and Killaloe",068001021,24,10,13,23,3,2,18,3,2,0,2,2,5,18
068011005,ROI small area,"Tuam, Limerick and Killaloe",068011005,28,7,6,41,8,4,23,4,1,2,1,0,5,6
067106002,ROI small area,"Tuam, Limerick and Killaloe",067106002,44,17,7,19,8,4,22,1,3,0,1,0,3,5
068003051,ROI small area,"Tuam, Limerick and Killaloe",068003051,15,8,3,50,8,1,8,0,0,1,0,0,0,8
068003035,ROI small area,"Tuam, Limerick and Killaloe",068003035,30,16,4,54,7,1,9,1,5,1,2,0,1,10
068005010,ROI small area,"Tuam, Limerick and Killaloe",068005010,42,12,8,13,3,1,8,1,1,0,0,0,1,20
068014005,ROI small area,"Tuam, Limerick and Killaloe",068014005,37,10,2,9,2,0,4,2,0,0,1,1,2,20
047323031,ROI small area,"Cork, Cloyne and Ross",047323031,20,8,3,45,8,1,17,0,1,2,0,1,1,3
047152003,ROI small area,"Cork, Cloyne and Ross",047152003,23,11,2,14,2,0,13,0,1,0,1,1,3,2
127027014,ROI small area,"Tuam, Limerick and Killaloe",127027014,15,8,5,44,4,1,6,5,2,0,3,0,1,13
047323026,ROI small area,"Cork, Cloyne and Ross",047323026,71,15,1,16,1,3,16,0,1,0,0,1,2,3
068010008,ROI small area,"Tuam, Limerick and Killaloe",068010008,21,15,5,34,9,3,13,3,4,0,2,2,2,8
067101002,ROI small area,"Tuam, Limerick and Killaloe",067101002,37,13,5,39,4,1,12,2,3,1,3,0,2,8
067170011,ROI small area,"Tuam, Limerick and Killaloe",067170011,20,11,7,27,7,1,6,0,2,0,1,0,1,7
067170019,ROI small area,"Tuam, Limerick and Killaloe",067170019,20,8,6,31,11,1,12,0,3,0,2,1,1,6
068011004,ROI small area,"Tuam, Limerick and Killaloe",068011004,36,13,5,28,3,4,9,4,1,2,1,5,3,10
068001020,ROI small area,"Tuam, Limerick and Killaloe",068001020,35,8,8,25,6,2,16,2,3,0,2,0,6,6
068001043,ROI small area,"Tuam, Limerick and Killaloe",068001043,25,18,3,25,1,1,11,1,3,1,1,1,5,10
068001010,ROI small area,"Tuam, Limerick and Killaloe",068001010,14,4,1,23,4,2,16,4,0,0,2,3,1,9
127026046,ROI small area,"Tuam, Limerick and Killaloe",127026046,20,4,5,27,5,1,5,2,1,0,1,1,1,9
217009007,ROI small area,"Tuam, Limerick and Killaloe",217009007,15,15,5,7,3,0,8,0,0,0,0,1,0,3
067101001,ROI small area,"Tuam, Limerick and Killaloe",067101001,29,6,3,16,4,2,15,0,1,0,2,2,1,3
067101006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067170014/067170015,ROI small area,"Tuam, Limerick and Killaloe",067170014/067170015,56,19,6,15,1,1,3,2,2,1,1,1,2,16
068007005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
068007016,ROI small area,"Tuam, Limerick and Killaloe",068007016,11,7,18,1,0,0,2,5,0,0,0,1,0,29
067184005,ROI small area,"Tuam, Limerick and Killaloe",067184005,33,8,13,34,4,0,4,3,1,0,0,0,3,11
067057006,ROI small area,"Tuam, Limerick and Killaloe",067057006,22,11,8,36,4,0,2,0,1,1,2,2,2,8
068003030,ROI small area,"Tuam, Limerick and Killaloe",068003030,32,15,7,40,7,1,6,0,3,0,1,0,1,35
068008002,ROI small area,"Tuam, Limerick and Killaloe",068008002,25,28,7,41,3,3,13,0,0,0,0,1,3,3
068003017,ROI small area,"Tuam, Limerick and Killaloe",068003017,29,38,0,29,1,2,6,1,2,0,0,2,2,7
068008005,ROI small area,"Tuam, Limerick and Killaloe",068008005,35,21,10,18,3,1,5,3,2,0,0,1,1,4
068008006,ROI small area,"Tuam, Limerick and Killaloe",068008006,24,39,10,26,4,2,3,2,0,0,1,0,1,3
068006006,ROI small area,"Tuam, Limerick and Killaloe",068006006,23,14,1,21,1,2,17,5,4,0,0,3,4,14
068013002,ROI small area,"Tuam, Limerick and Killaloe",068013002,28,21,4,9,2,4,7,4,4,0,3,3,1,14
068013008,ROI small area,"Tuam, Limerick and Killaloe",068013008,15,22,2,12,2,0,6,3,1,1,1,0,3,25
068020013,ROI small area,"Tuam, Limerick and Killaloe",068020013,17,3,8,1,0,0,1,5,0,0,0,1,3,18
068007015,ROI small area,"Tuam, Limerick and Killaloe",068007015,23,2,5,1,1,0,1,7,0,0,0,0,4,31
068004005,ROI small area,"Tuam, Limerick and Killaloe",068004005,39,28,14,23,3,3,10,2,5,0,2,1,4,18
067184004,ROI small area,"Tuam, Limerick and Killaloe",067184004,17,7,10,28,4,0,7,0,0,0,0,0,0,6
067184011,ROI small area,"Tuam, Limerick and Killaloe",067184011,23,17,11,16,0,0,6,3,2,0,0,0,3,3
068010005,ROI small area,"Tuam, Limerick and Killaloe",068010005,15,14,4,16,6,0,11,2,2,0,2,1,1,8
068004003,ROI small area,"Tuam, Limerick and Killaloe",068004003,34,29,11,13,3,0,5,2,0,0,1,2,4,16
068003028,ROI small area,"Tuam, Limerick and Killaloe",068003028,18,15,4,25,3,0,4,2,1,0,2,1,2,12
068010009,ROI small area,"Tuam, Limerick and Killaloe",068010009,17,11,5,18,1,0,6,5,1,0,0,3,5,25
068010006,ROI small area,"Tuam, Limerick and Killaloe",068010006,20,10,4,12,5,0,7,2,0,0,2,2,5,12
068003045,ROI small area,"Tuam, Limerick and Killaloe",068003045,16,14,4,51,4,4,13,1,5,0,5,2,2,3
068006012,ROI small area,"Tuam, Limerick and Killaloe",068006012,32,21,4,28,1,0,10,1,0,0,0,1,3,28
068006010,ROI small area,"Tuam, Limerick and Killaloe",068006010,19,15,4,15,2,2,16,3,0,0,0,0,5,38
068006009,ROI small area,"Tuam, Limerick and Killaloe",068006009,15,17,7,18,2,1,3,3,2,0,2,4,6,34
068010014,ROI small area,"Tuam, Limerick and Killaloe",068010014,13,3,10,3,1,0,1,5,1,0,0,0,3,33
047152011,ROI small area,"Cork, Cloyne and Ross",047152011,49,14,18,20,8,1,5,1,2,0,1,0,8,15
067184010,ROI small area,"Tuam, Limerick and Killaloe",067184010,35,5,5,10,0,1,3,3,0,0,0,0,0,2
068010001,ROI small area,"Tuam, Limerick and Killaloe",068010001,42,5,8,39,4,3,21,9,4,1,2,1,9,24
067013009,ROI small area,"Tuam, Limerick and Killaloe",067013009,22,15,0,32,3,3,17,1,3,0,1,0,1,7
067013019,ROI small area,"Tuam, Limerick and Killaloe",067013019,37,5,6,12,0,0,3,4,0,0,0,1,2,1
068012008,ROI small area,"Tuam, Limerick and Killaloe",068012008,25,22,7,37,2,1,3,5,4,0,1,2,7,25
068001023,ROI small area,"Tuam, Limerick and Killaloe",068001023,29,3,1,4,2,0,3,1,0,0,1,2,0,71
068001006,ROI small area,"Tuam, Limerick and Killaloe",068001006,17,6,0,6,0,0,1,2,1,0,0,0,4,52
068010010,ROI small area,"Tuam, Limerick and Killaloe",068010010,25,2,8,3,2,0,0,3,0,0,0,1,1,73
047152001,ROI small area,"Cork, Cloyne and Ross",047152001,29,16,3,13,2,1,4,1,3,0,2,1,4,4
047152007,ROI small area,"Cork, Cloyne and Ross",047152007,15,13,1,19,6,0,5,1,3,0,1,1,2,1
047258004,ROI small area,"Cork, Cloyne and Ross",047258004,28,12,6,10,4,1,14,2,0,0,0,0,1,7
068011003,ROI small area,"Tuam, Limerick and Killaloe",068011003,28,13,3,19,6,0,13,7,2,0,1,0,5,6
068001004,ROI small area,"Tuam, Limerick and Killaloe",068001004,35,3,7,31,12,1,21,3,2,0,4,1,1,15
067047006,ROI small area,"Tuam, Limerick and Killaloe",067047006,27,8,4,48,6,0,11,0,2,0,1,0,1,4
067055007,ROI small area,"Tuam, Limerick and Killaloe",067055007,17,12,7,39,8,1,10,2,0,1,1,1,1,7
127027008,ROI small area,"Tuam, Limerick and Killaloe",127027008,26,24,2,42,6,1,5,2,0,0,1,4,1,10
127027007,ROI small area,"Tuam, Limerick and Killaloe",127027007,12,11,6,39,4,1,8,1,2,1,1,0,3,30
217139010,ROI small area,"Tuam, Limerick and Killaloe",217139010,20,11,6,37,7,2,8,0,2,0,0,0,1,2
217177011,ROI small area,"Tuam, Limerick and Killaloe",217177011,23,12,4,9,4,2,5,1,0,0,3,0,5,3
217177012,ROI small area,"Tuam, Limerick and Killaloe",217177012,22,15,3,14,3,0,12,0,2,0,0,0,4,2
037080010,ROI small area,"Tuam, Limerick and Killaloe",037080010,38,8,1,7,2,3,5,0,1,0,0,0,2,5
217177014,ROI small area,"Tuam, Limerick and Killaloe",217177014,30,20,6,40,12,2,11,2,2,2,2,4,1,4
217177008,ROI small area,"Tuam, Limerick and Killaloe",217177008,38,7,9,16,4,1,8,4,0,0,1,0,4,6
217177002,ROI small area,"Tuam, Limerick and Killaloe",217177002,12,9,9,47,9,3,17,0,5,1,1,3,1,10
068012012,ROI small area,"Tuam, Limerick and Killaloe",068012012,84,21,9,36,0,1,10,2,1,0,0,2,5,13
068011001,ROI small area,"Tuam, Limerick and Killaloe",068011001,30,12,3,14,2,4,11,3,4,0,3,1,6,5
068011002,ROI small area,"Tuam, Limerick and Killaloe",068011002,41,15,3,21,4,0,11,5,5,0,2,0,5,12
068004004,ROI small area,"Tuam, Limerick and Killaloe",068004004,63,12,8,12,5,1,10,4,1,0,0,0,4,17
068010004,ROI small area,"Tuam, Limerick and Killaloe",068010004,19,7,4,15,5,0,9,6,2,0,3,1,5,21
068001036,ROI small area,"Tuam, Limerick and Killaloe",068001036,17,9,6,31,7,1,11,1,4,0,1,0,3,11
068001034,ROI small area,"Tuam, Limerick and Killaloe",068001034,25,4,6,38,6,1,15,0,2,1,2,0,0,12
067184001,ROI small area,"Tuam, Limerick and Killaloe",067184001,17,7,13,26,2,1,9,4,0,0,0,0,1,10
067184013,ROI small area,"Tuam, Limerick and Killaloe",067184013,19,12,8,27,3,1,5,1,1,1,0,2,0,5
217009012,ROI small area,"Tuam, Limerick and Killaloe",217009012,29,6,7,19,7,1,10,0,1,0,1,0,0,2
037059005/037059008,ROI small area,"Tuam, Limerick and Killaloe",037059005/037059008,25,4,2,10,1,1,5,2,0,2,0,0,1,8
037059006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037059011,ROI small area,"Tuam, Limerick and Killaloe",037059011,25,7,3,20,4,1,8,0,1,0,1,1,2,2
037059014,ROI small area,"Tuam, Limerick and Killaloe",037059014,47,13,4,20,8,2,5,0,2,0,0,0,2,5
217009001,ROI small area,"Tuam, Limerick and Killaloe",217009001,9,16,5,64,3,1,8,2,0,0,0,0,0,2
217136017,ROI small area,"Tuam, Limerick and Killaloe",217136017,22,10,4,22,5,4,10,1,2,1,0,0,2,4
217136015,ROI small area,"Tuam, Limerick and Killaloe",217136015,38,9,9,23,13,4,10,0,2,0,1,2,3,3
067185011,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037059012,ROI small area,"Tuam, Limerick and Killaloe",037059012,41,6,3,19,5,1,20,1,0,0,4,5,2,1
217136002,ROI small area,"Tuam, Limerick and Killaloe",217136002,33,15,5,42,9,1,10,2,3,1,4,0,4,7
217136022,ROI small area,"Tuam, Limerick and Killaloe",217136022,35,19,3,35,4,5,19,3,3,0,1,1,5,4
067184014,ROI small area,"Tuam, Limerick and Killaloe",067184014,26,11,5,32,2,2,7,1,3,0,1,1,0,7
127026007,ROI small area,"Tuam, Limerick and Killaloe",127026007,22,6,17,36,10,0,9,5,0,1,0,0,2,13
127026021,ROI small area,"Tuam, Limerick and Killaloe",127026021,20,10,17,20,3,1,3,4,3,0,0,2,1,39
127026040,ROI small area,"Tuam, Limerick and Killaloe",127026040,13,20,2,63,0,0,8,1,0,0,1,2,1,4
127026028,ROI small area,"Tuam, Limerick and Killaloe",127026028,17,25,2,15,2,2,5,2,3,1,1,1,1,16
127026019,ROI small area,"Tuam, Limerick and Killaloe",127026019,13,1,1,7,2,0,3,1,0,0,0,0,4,37
127026045,ROI small area,"Tuam, Limerick and Killaloe",127026045,19,29,1,33,5,0,2,5,2,0,0,3,9,27
127026044,ROI small area,"Tuam, Limerick and Killaloe",127026044,16,4,5,38,6,0,8,2,4,2,2,0,2,17
068020011,ROI small area,"Tuam, Limerick and Killaloe",068020011,12,2,8,2,0,1,1,4,0,0,2,0,2,24
068007009,ROI small area,"Tuam, Limerick and Killaloe",068007009,11,4,5,1,0,0,1,1,1,0,0,0,1,23
068020001,ROI small area,"Tuam, Limerick and Killaloe",068020001,21,10,3,7,1,1,5,6,0,0,0,0,8,28
067057004,ROI small area,"Tuam, Limerick and Killaloe",067057004,19,7,15,37,1,0,2,0,1,0,2,0,0,4
127026039,ROI small area,"Tuam, Limerick and Killaloe",127026039,17,33,0,40,1,0,5,0,1,0,0,2,2,5
217136021,ROI small area,"Tuam, Limerick and Killaloe",217136021,39,20,3,26,8,1,9,2,1,0,0,1,4,5
217136007,ROI small area,"Tuam, Limerick and Killaloe",217136007,32,15,7,27,7,2,9,2,5,0,0,2,1,4
127026030,ROI small area,"Tuam, Limerick and Killaloe",127026030,20,8,0,14,2,1,4,1,1,0,1,0,0,32
077020004,ROI small area,"Tuam, Limerick and Killaloe",077020004,43,17,2,21,5,2,18,2,0,0,0,2,2,0
077020006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217136008,ROI small area,"Tuam, Limerick and Killaloe",217136008,23,16,3,29,5,4,11,2,3,1,1,0,1,7
037009017,ROI small area,"Tuam, Limerick and Killaloe",037009017,21,14,8,41,8,5,17,1,2,1,2,1,1,7
037009015,ROI small area,"Tuam, Limerick and Killaloe",037009015,15,24,1,69,6,1,9,4,3,0,0,4,0,5
127026018,ROI small area,"Tuam, Limerick and Killaloe",127026018,13,0,1,6,0,0,0,3,2,0,0,0,2,38
127026047,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217072004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217166011,ROI small area,"Tuam, Limerick and Killaloe",217166011,43,15,0,14,5,1,8,0,0,3,3,1,4,0
217166010,ROI small area,"Tuam, Limerick and Killaloe",217166010,31,12,2,6,1,0,7,0,1,0,1,0,1,0
127026011,ROI small area,"Tuam, Limerick and Killaloe",127026011,28,3,3,11,4,0,0,1,0,0,0,0,0,73
037009018,ROI small area,"Tuam, Limerick and Killaloe",037009018,25,11,6,52,12,0,13,1,5,1,0,3,1,5
037009014,ROI small area,"Tuam, Limerick and Killaloe",037009014,21,9,10,53,8,2,16,2,7,1,2,2,1,4
127041010,ROI small area,"Tuam, Limerick and Killaloe",127041010,20,11,4,24,4,2,18,0,1,0,1,0,1,2
217136011/217136012,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217136001,ROI small area,"Tuam, Limerick and Killaloe",217136001,45,13,10,13,5,3,12,1,3,0,1,2,4,8
127026048,ROI small area,"Tuam, Limerick and Killaloe",127026048,17,16,4,43,2,3,4,5,3,1,0,2,2,13
217136010,ROI small area,"Tuam, Limerick and Killaloe",217136010,31,5,3,6,3,1,5,0,0,0,0,0,0,1
217136023/01,ROI small area,"Tuam, Limerick and Killaloe",217136023/01,27,6,2,14,4,1,10,0,0,1,0,1,3,4
217177013,ROI small area,"Tuam, Limerick and Killaloe",217177013,19,5,4,28,4,1,9,4,3,0,1,3,0,4
217177010,ROI small area,"Tuam, Limerick and Killaloe",217177010,39,7,5,14,2,1,4,0,2,0,2,1,0,3
068013004,ROI small area,"Tuam, Limerick and Killaloe",068013004,20,6,0,18,2,0,20,1,3,0,7,3,3,9
068001046,ROI small area,"Tuam, Limerick and Killaloe",068001046,16,5,2,11,3,1,15,3,0,0,0,1,1,10
068001001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127041008,ROI small area,"Tuam, Limerick and Killaloe",127041008,17,6,7,29,2,1,10,2,0,0,1,0,0,0
127041006,ROI small area,"Tuam, Limerick and Killaloe",127041006,26,9,2,28,14,0,26,2,2,1,2,0,0,5
217139008,ROI small area,"Tuam, Limerick and Killaloe",217139008,33,4,4,21,10,7,25,0,1,0,3,1,4,1
037103005,ROI small area,"Tuam, Limerick and Killaloe",037103005,28,18,4,37,13,0,17,3,2,1,4,0,2,2
037080008,ROI small area,"Tuam, Limerick and Killaloe",037080008,29,14,8,8,3,1,7,2,0,0,3,0,6,0
217164003,ROI small area,"Tuam, Limerick and Killaloe",217164003,21,13,2,35,10,2,12,1,6,0,2,0,1,0
217166004,ROI small area,"Tuam, Limerick and Killaloe",217166004,9,6,3,35,11,3,21,1,2,1,1,1,1,1
217166005,ROI small area,"Tuam, Limerick and Killaloe",217166005,20,10,4,34,9,1,15,2,2,1,2,4,1,3
217164012,ROI small area,"Tuam, Limerick and Killaloe",217164012,32,15,3,19,11,3,28,0,3,0,1,1,0,3
217166008,ROI small area,"Tuam, Limerick and Killaloe",217166008,29,11,5,9,3,1,7,0,0,0,0,0,1,3
217164007,ROI small area,"Tuam, Limerick and Killaloe",217164007,48,25,3,17,4,2,11,1,3,0,3,0,3,1
217164006,ROI small area,"Tuam, Limerick and Killaloe",217164006,23,8,3,13,7,3,26,2,1,0,3,0,4,7
217166007,ROI small area,"Tuam, Limerick and Killaloe",217166007,37,10,4,6,1,1,7,2,0,0,2,0,3,1
217166001,ROI small area,"Tuam, Limerick and Killaloe",217166001,31,9,6,12,0,0,12,0,1,1,0,0,2,0
127039004,ROI small area,"Tuam, Limerick and Killaloe",127039004,27,13,0,15,4,0,11,3,3,0,3,3,1,1
217136018,ROI small area,"Tuam, Limerick and Killaloe",217136018,14,8,5,22,10,1,15,1,2,0,0,0,2,3
217136005,ROI small area,"Tuam, Limerick and Killaloe",217136005,29,15,4,27,6,2,10,2,3,1,0,0,1,3
217136014,ROI small area,"Tuam, Limerick and Killaloe",217136014,17,9,2,52,8,1,8,1,2,0,0,1,3,4
217164008,ROI small area,"Tuam, Limerick and Killaloe",217164008,32,8,1,16,6,2,17,2,3,0,0,2,8,3
217164002,ROI small area,"Tuam, Limerick and Killaloe",217164002,27,10,5,6,0,1,4,1,1,0,1,1,5,2
087069024,ROI small area,Meath and Kildare,087069024,10,20,3,16,5,0,7,1,5,0,2,1,3,2
087034023,ROI small area,Meath and Kildare,087034023,18,3,7,14,3,2,4,4,3,0,2,1,2,4
087069030,ROI small area,Meath and Kildare,087069030,13,6,4,50,6,2,8,2,5,0,1,0,0,2
087069017,ROI small area,Meath and Kildare,087069017,4,8,0,54,4,0,1,0,1,0,0,1,0,1
087071061,ROI small area,Meath and Kildare,087071061,18,16,1,36,3,1,9,5,5,0,0,0,2,7
087071030,ROI small area,Meath and Kildare,087071030,26,14,13,45,4,3,10,1,9,0,2,3,5,10
087050027,ROI small area,Meath and Kildare,087050027,19,11,1,22,3,0,7,0,4,0,2,2,0,5
087069018,ROI small area,Meath and Kildare,087069018,13,16,7,45,2,2,5,2,3,0,0,0,1,2
087050029,ROI small area,Meath and Kildare,087050029,21,8,2,21,3,3,6,1,2,0,0,4,3,1
087050009,ROI small area,Meath and Kildare,087050009,17,22,1,25,13,3,12,4,5,0,3,3,7,3
087050008,ROI small area,Meath and Kildare,087050008,9,11,6,43,4,0,9,3,6,0,2,1,2,1
087034021,ROI small area,Meath and Kildare,087034021,33,6,7,6,2,1,7,1,1,0,0,0,3,4
087069027,ROI small area,Meath and Kildare,087069027,14,10,2,28,8,1,6,4,2,0,1,0,1,2
087069029,ROI small area,Meath and Kildare,087069029,7,3,1,38,3,0,6,3,6,0,1,0,1,3
087069023,ROI small area,Meath and Kildare,087069023,13,4,2,55,6,0,7,2,5,0,3,1,0,3
087069020,ROI small area,Meath and Kildare,087069020,15,17,3,15,4,1,13,0,4,0,5,3,4,1
087071009,ROI small area,Meath and Kildare,087071009,18,14,5,36,5,2,12,0,4,0,0,0,3,4
087069019,ROI small area,Meath and Kildare,087069019,27,22,9,33,4,2,7,4,1,0,4,1,6,6
087069003,ROI small area,Meath and Kildare,087069003,13,25,1,34,4,1,17,2,4,1,3,3,2,2
087069011,ROI small area,Meath and Kildare,087069011,29,22,6,22,5,4,16,2,5,0,4,3,2,3
087069002,ROI small area,Meath and Kildare,087069002,15,14,2,28,3,2,9,2,3,0,2,2,1,6
217136003,ROI small area,"Tuam, Limerick and Killaloe",217136003,38,27,7,23,11,1,5,1,2,1,2,0,4,1
217136009,ROI small area,"Tuam, Limerick and Killaloe",217136009,37,9,6,10,5,5,13,2,3,0,3,0,3,1
087034005,ROI small area,Meath and Kildare,087034005,17,17,3,34,2,0,6,2,1,0,0,0,2,1
087069044,ROI small area,Meath and Kildare,087069044,31,25,4,19,1,2,6,1,2,0,3,6,2,2
087069033,ROI small area,Meath and Kildare,087069033,24,11,6,64,9,2,11,3,6,1,1,0,1,3
087069037,ROI small area,Meath and Kildare,087069037,14,18,1,16,2,1,5,1,2,0,1,2,1,4
087069012,ROI small area,Meath and Kildare,087069012,44,21,4,30,6,2,10,1,1,1,1,1,7,8
087069042,ROI small area,Meath and Kildare,087069042,12,15,1,37,3,1,5,0,5,1,0,2,1,0
087048009,ROI small area,Meath and Kildare,087048009,14,4,5,46,11,1,10,0,3,0,2,0,1,1
087050020,ROI small area,Meath and Kildare,087050020,17,20,4,59,12,2,25,2,11,0,3,2,1,5
087050018,ROI small area,Meath and Kildare,087050018,31,11,6,22,3,3,4,1,4,1,4,0,1,13
087034010,ROI small area,Meath and Kildare,087034010,44,18,2,28,8,4,14,0,7,1,1,3,8,3
107078004,ROI small area,Meath and Kildare,107078004,41,13,3,37,8,4,16,3,4,0,3,2,2,1
107078002,ROI small area,Meath and Kildare,107078002,20,8,6,48,9,1,7,3,1,0,2,1,1,1
107078029,ROI small area,Meath and Kildare,107078029,44,6,7,14,5,0,9,0,0,0,1,0,2,8
107078006,ROI small area,Meath and Kildare,107078006,42,22,2,27,5,2,10,1,3,0,2,3,6,2
087034002,ROI small area,Meath and Kildare,087034002,27,5,7,46,5,0,21,1,5,1,0,3,5,1
087034015,ROI small area,Meath and Kildare,087034015,13,5,6,21,3,1,11,2,1,1,1,1,1,9
087069040,ROI small area,Meath and Kildare,087069040,7,11,3,43,3,1,6,1,0,1,2,2,4,3
087069039,ROI small area,Meath and Kildare,087069039,29,8,3,25,6,4,27,0,1,0,1,0,0,5
087069045,ROI small area,Meath and Kildare,087069045,16,18,3,28,2,3,1,2,4,0,1,2,1,3
087071055,ROI small area,Meath and Kildare,087071055,13,6,3,37,6,0,5,1,4,0,3,4,0,5
087055005,ROI small area,Meath and Kildare,087055005,20,20,4,54,9,1,12,1,2,1,3,2,2,6
087082003,ROI small area,Meath and Kildare,087082003,25,12,2,18,3,1,4,1,2,1,0,1,5,1
087069050,ROI small area,Meath and Kildare,087069050,10,3,4,30,7,3,38,3,1,1,5,2,3,7
087034006,ROI small area,Meath and Kildare,087034006,23,11,8,28,6,2,21,0,1,1,10,2,4,4
087034009,ROI small area,Meath and Kildare,087034009,35,19,3,29,6,4,5,7,8,0,4,4,7,12
087071028,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
087034004,ROI small area,Meath and Kildare,087034004,23,16,4,47,9,1,8,3,2,0,1,3,3,7
087034016,ROI small area,Meath and Kildare,087034016,41,15,2,12,3,1,2,1,4,0,0,1,3,1
187036008,ROI small area,Meath and Kildare,187036008,23,4,3,62,6,5,12,1,11,0,3,2,2,6
087034028,ROI small area,Meath and Kildare,087034028,41,9,4,12,0,1,4,2,0,0,1,0,3,8
087034011,ROI small area,Meath and Kildare,087034011,13,24,3,33,7,1,12,2,2,0,3,3,2,3
087034025,ROI small area,Meath and Kildare,087034025,17,19,1,28,0,0,3,3,4,0,1,4,1,1
187036012,ROI small area,Meath and Kildare,187036012,28,16,5,32,7,5,21,3,6,1,1,2,4,4
087031002,ROI small area,Meath and Kildare,087031002,10,24,5,63,6,2,8,1,2,2,0,4,0,5
087069046,ROI small area,Meath and Kildare,087069046,29,17,5,12,3,0,10,1,3,0,1,0,1,8
087071024,ROI small area,Meath and Kildare,087071024,22,26,7,42,4,1,5,2,3,0,1,1,3,6
