area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
037027017,ROI small area,"Tuam, Limerick and Killaloe",037027017,210,54,42,51
037027022,ROI small area,"Tuam, Limerick and Killaloe",037027022,136,37,36,1
037027011,ROI small area,"Tuam, Limerick and Killaloe",037027011,263,54,46,9
037027019,ROI small area,"Tuam, Limerick and Killaloe",037027019,207,35,45,12
037027007,ROI small area,"Tuam, Limerick and Killaloe",037027007,171,42,41,46
047324016,ROI small area,"Cork, Cloyne and Ross",047324016,129,22,23,19
047324018,ROI small area,"Cork, Cloyne and Ross",047324018,163,10,16,14
047060007,ROI small area,"Cork, Cloyne and Ross",047060007,145,61,22,18
047030004,ROI small area,"Cork, Cloyne and Ross",047030004,203,25,39,14
047129005,ROI small area,"Cork, Cloyne and Ross",047129005,174,22,17,1
127116005,ROI small area,"Tuam, Limerick and Killaloe",127116005,139,3,15,3
047090018,ROI small area,"Cork, Cloyne and Ross",047090018,173,9,7,13
047090015,ROI small area,"Cork, Cloyne and Ross",047090015,212,16,31,16
127090006,ROI small area,"Cork, Cloyne and Ross",127090006,121,10,10,4
127116021,ROI small area,"Tuam, Limerick and Killaloe",127116021,169,47,31,7
127116008,ROI small area,"Tuam, Limerick and Killaloe",127116008,215,36,30,40
127116011,ROI small area,"Tuam, Limerick and Killaloe",127116011,169,31,11,12
127116006,ROI small area,"Tuam, Limerick and Killaloe",127116006,179,23,17,10
127116007,ROI small area,"Tuam, Limerick and Killaloe",127116007,189,11,12,4
127018043,ROI small area,"Tuam, Limerick and Killaloe",127018043,234,72,56,21
127116018,ROI small area,"Tuam, Limerick and Killaloe",127116018,220,69,30,11
127116019,ROI small area,"Tuam, Limerick and Killaloe",127116019,240,27,33,4
128025002,ROI small area,"Tuam, Limerick and Killaloe",128025002,37,14,13,77
128003001,ROI small area,"Tuam, Limerick and Killaloe",128003001,83,36,34,86
127115009,ROI small area,"Tuam, Limerick and Killaloe",127115009,211,13,27,25
127116016,ROI small area,"Tuam, Limerick and Killaloe",127116016,65,33,15,30
127116001,ROI small area,"Tuam, Limerick and Killaloe",127116001,202,42,19,16
037026005,ROI small area,"Tuam, Limerick and Killaloe",037026005,126,11,38,6
037026011,ROI small area,"Tuam, Limerick and Killaloe",037026011,115,30,25,2
037057063,ROI small area,"Tuam, Limerick and Killaloe",037057063,229,72,58,8
127018012,ROI small area,"Tuam, Limerick and Killaloe",127018012,188,58,70,14
127018008,ROI small area,"Tuam, Limerick and Killaloe",127018008,184,19,19,16
037057023,ROI small area,"Tuam, Limerick and Killaloe",037057023,209,20,27,4
128007008,ROI small area,"Tuam, Limerick and Killaloe",128007008,277,21,13,30
048042010,ROI small area,"Cork, Cloyne and Ross",048042010,147,18,55,5
128004002,ROI small area,"Tuam, Limerick and Killaloe",128004002,125,24,32,6
128002002,ROI small area,"Tuam, Limerick and Killaloe",128002002,161,42,36,46
047279009,ROI small area,"Cork, Cloyne and Ross",047279009,276,48,63,14
047324003,ROI small area,"Cork, Cloyne and Ross",047324003,218,25,26,11
047324002,ROI small area,"Cork, Cloyne and Ross",047324002,263,25,28,15
047246003,ROI small area,"Cork, Cloyne and Ross",047246003,145,4,22,11
037057010,ROI small area,"Tuam, Limerick and Killaloe",037057010,263,23,55,60
037057024,ROI small area,"Tuam, Limerick and Killaloe",037057024,170,12,29,5
048042002,ROI small area,"Cork, Cloyne and Ross",048042002,193,27,65,8
037099012,ROI small area,"Tuam, Limerick and Killaloe",037099012,182,23,20,15
037077007,ROI small area,"Tuam, Limerick and Killaloe",037077007,65,4,18,7
047064012,ROI small area,"Cork, Cloyne and Ross",047064012,178,30,59,9
047064008,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
127120002,ROI small area,"Tuam, Limerick and Killaloe",127120002,125,8,8,5
127018033,ROI small area,"Tuam, Limerick and Killaloe",127018033,261,67,48,53
127018054,ROI small area,"Tuam, Limerick and Killaloe",127018054,181,31,35,7
047324019,ROI small area,"Cork, Cloyne and Ross",047324019,226,13,22,7
047324013,ROI small area,"Cork, Cloyne and Ross",047324013,166,55,44,14
047245008,ROI small area,"Cork, Cloyne and Ross",047245008,135,44,26,6
037118009,ROI small area,"Tuam, Limerick and Killaloe",037118009,238,19,42,19
037118011,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127116002,ROI small area,"Tuam, Limerick and Killaloe",127116002,251,14,26,1
127018014,ROI small area,"Tuam, Limerick and Killaloe",127018014,282,56,56,11
127116012,ROI small area,"Tuam, Limerick and Killaloe",127116012,112,17,20,16
127116014,ROI small area,"Tuam, Limerick and Killaloe",127116014,172,38,25,7
127094002,ROI small area,"Cork, Cloyne and Ross",127094002,204,30,13,57
127018039,ROI small area,"Tuam, Limerick and Killaloe",127018039,206,37,37,24
127018027,ROI small area,"Tuam, Limerick and Killaloe",127018027,175,100,35,17
128005006,ROI small area,"Tuam, Limerick and Killaloe",128005006,217,32,81,16
127018058,ROI small area,"Tuam, Limerick and Killaloe",127018058,237,63,54,11
127116009,ROI small area,"Tuam, Limerick and Killaloe",127116009,154,27,39,7
127018006,ROI small area,"Tuam, Limerick and Killaloe",127018006,239,36,33,10
127105029,ROI small area,"Tuam, Limerick and Killaloe",127105029,150,7,28,1
127018028/01,ROI small area,"Tuam, Limerick and Killaloe",127018028/01,163,29,41,13
127018052,ROI small area,"Tuam, Limerick and Killaloe",127018052,249,56,58,14
127018053,ROI small area,"Tuam, Limerick and Killaloe",127018053,131,45,32,15
048042004,ROI small area,"Cork, Cloyne and Ross",048042004,134,29,62,2
068001040,ROI small area,"Tuam, Limerick and Killaloe",068001040,216,56,50,70
068001032,ROI small area,"Tuam, Limerick and Killaloe",068001032,137,29,24,24
068001028,ROI small area,"Tuam, Limerick and Killaloe",068001028,122,44,62,14
047077024,ROI small area,"Cork, Cloyne and Ross",047077024,178,15,56,3
047077021,ROI small area,"Cork, Cloyne and Ross",047077021,256,69,55,8
047173009,ROI small area,"Cork, Cloyne and Ross",047173009,137,19,41,16
048044012,ROI small area,"Cork, Cloyne and Ross",048044012,219,26,38,11
047106010,ROI small area,"Cork, Cloyne and Ross",047106010,251,20,51,10
048042007,ROI small area,"Cork, Cloyne and Ross",048042007,208,15,51,16
048043016,ROI small area,"Cork, Cloyne and Ross",048043016,227,25,59,13
048043014,ROI small area,"Cork, Cloyne and Ross",048043014,139,24,26,7
047105005,ROI small area,"Cork, Cloyne and Ross",047105005,406,60,104,12
047023007,ROI small area,"Cork, Cloyne and Ross",047023007,151,20,53,18
047173002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047173005,ROI small area,"Cork, Cloyne and Ross",047173005,174,13,56,11
048046002,ROI small area,"Cork, Cloyne and Ross",048046002,221,19,41,12
047277021,ROI small area,"Cork, Cloyne and Ross",047277021,282,10,48,15
047106012,ROI small area,"Cork, Cloyne and Ross",047106012,275,19,64,17
047107024,ROI small area,"Cork, Cloyne and Ross",047107024,94,6,27,4
047322004,ROI small area,"Cork, Cloyne and Ross",047322004,121,12,28,30
047106004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047107006,ROI small area,"Cork, Cloyne and Ross",047107006,180,6,44,8
127116003,ROI small area,"Tuam, Limerick and Killaloe",127116003,247,39,39,14
127115006,ROI small area,"Tuam, Limerick and Killaloe",127115006,176,26,25,23
127054005,ROI small area,"Tuam, Limerick and Killaloe",127054005,118,11,7,117
047271011,ROI small area,"Cork, Cloyne and Ross",047271011,105,8,26,0
047271003,ROI small area,"Cork, Cloyne and Ross",047271003,215,20,37,7
047323005,ROI small area,"Cork, Cloyne and Ross",047323005,165,22,40,20
047323003,ROI small area,"Cork, Cloyne and Ross",047323003,105,12,29,17
047323034/047323035,ROI small area,"Cork, Cloyne and Ross",047323034/047323035,158,34,64,33
047323023,ROI small area,"Cork, Cloyne and Ross",047323023,231,10,48,8
047323015,ROI small area,"Cork, Cloyne and Ross",047323015,122,11,32,6
047323017,ROI small area,"Cork, Cloyne and Ross",047323017,143,10,20,15
047323008,ROI small area,"Cork, Cloyne and Ross",047323008,248,13,46,13
047323019,ROI small area,"Cork, Cloyne and Ross",047323019,273,3,43,16
047151009,ROI small area,"Cork, Cloyne and Ross",047151009,130,3,9,15
047323001,ROI small area,"Cork, Cloyne and Ross",047323001,100,10,18,13
047322005,ROI small area,"Cork, Cloyne and Ross",047322005,132,2,18,24
047173008,ROI small area,"Cork, Cloyne and Ross",047173008,216,35,54,14
047202005,ROI small area,"Cork, Cloyne and Ross",047202005,199,20,41,28
047229001,ROI small area,"Cork, Cloyne and Ross",047229001,228,12,41,2
047318003,ROI small area,"Cork, Cloyne and Ross",047318003,275,15,73,6
047278008,ROI small area,"Cork, Cloyne and Ross",047278008,252,20,38,5
227086005,ROI small area,"Cork, Cloyne and Ross",227086005,247,10,22,12
227086002,ROI small area,"Cork, Cloyne and Ross",227086002,219,21,26,7
048065005,ROI small area,"Cork, Cloyne and Ross",048065005,257,33,34,14
127010003,ROI small area,"Tuam, Limerick and Killaloe",127010003,262,52,43,17
127010004,ROI small area,"Tuam, Limerick and Killaloe",127010004,240,12,21,27
047259002,ROI small area,"Cork, Cloyne and Ross",047259002,234,12,36,11
048042009/02,ROI small area,"Cork, Cloyne and Ross",048042009/02,216,7,28,14
048042016,ROI small area,"Cork, Cloyne and Ross",048042016,214,17,51,25
048042013,ROI small area,"Cork, Cloyne and Ross",048042013,150,15,39,12
048042017,ROI small area,"Cork, Cloyne and Ross",048042017,213,38,88,32
048043007,ROI small area,"Cork, Cloyne and Ross",048043007,56,29,56,7
047277008,ROI small area,"Cork, Cloyne and Ross",047277008,213,12,15,12
047277003,ROI small area,"Cork, Cloyne and Ross",047277003,163,14,46,3
047107005,ROI small area,"Cork, Cloyne and Ross",047107005,205,13,46,10
068001016,ROI small area,"Tuam, Limerick and Killaloe",068001016,128,95,39,51
067013018,ROI small area,"Tuam, Limerick and Killaloe",067013018,203,17,50,13
067176002,ROI small area,"Tuam, Limerick and Killaloe",067176002,361,27,22,17
047303011,ROI small area,"Cork, Cloyne and Ross",047303011,86,15,49,7
047323021,ROI small area,"Cork, Cloyne and Ross",047323021,94,7,34,40
047271006,ROI small area,"Cork, Cloyne and Ross",047271006,256,14,59,4
047271002,ROI small area,"Cork, Cloyne and Ross",047271002,218,17,53,8
047271021,ROI small area,"Cork, Cloyne and Ross",047271021,123,10,54,6
047107013,ROI small area,"Cork, Cloyne and Ross",047107013,153,19,60,14
047107010/047107028,ROI small area,"Cork, Cloyne and Ross",047107010/047107028,98,49,61,28
047107009,ROI small area,"Cork, Cloyne and Ross",047107009,72,9,44,12
047106028,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047115010,ROI small area,"Cork, Cloyne and Ross",047115010,177,17,33,23
047151006,ROI small area,"Cork, Cloyne and Ross",047151006,288,58,42,20
047323028,ROI small area,"Cork, Cloyne and Ross",047323028,115,10,23,14
047152002,ROI small area,"Cork, Cloyne and Ross",047152002,170,7,23,24
047151005,ROI small area,"Cork, Cloyne and Ross",047151005,222,17,24,4
047151007,ROI small area,"Cork, Cloyne and Ross",047151007,264,6,32,6
047151011,ROI small area,"Cork, Cloyne and Ross",047151011,317,34,50,34
047151010,ROI small area,"Cork, Cloyne and Ross",047151010,163,4,24,10
047152012,ROI small area,"Cork, Cloyne and Ross",047152012,169,36,45,17
127018040,ROI small area,"Tuam, Limerick and Killaloe",127018040,202,44,55,42
127018042,ROI small area,"Tuam, Limerick and Killaloe",127018042,205,22,28,0
127018020,ROI small area,"Tuam, Limerick and Killaloe",127018020,184,47,39,37
047298014,ROI small area,"Cork, Cloyne and Ross",047298014,335,13,34,8
048062008,ROI small area,"Cork, Cloyne and Ross",048062008,247,13,54,14
047277018,ROI small area,"Cork, Cloyne and Ross",047277018,262,10,31,15
047277022,ROI small area,"Cork, Cloyne and Ross",047277022,257,14,35,7
047277028,ROI small area,"Cork, Cloyne and Ross",047277028,123,14,42,13
047277004,ROI small area,"Cork, Cloyne and Ross",047277004,238,16,37,0
047277027,ROI small area,"Cork, Cloyne and Ross",047277027,222,7,37,11
047279004,ROI small area,"Cork, Cloyne and Ross",047279004,181,24,47,3
047243016,ROI small area,"Cork, Cloyne and Ross",047243016,161,5,26,3
047243018,ROI small area,"Cork, Cloyne and Ross",047243018,309,24,50,4
047243005,ROI small area,"Cork, Cloyne and Ross",047243005,163,15,26,6
047243003,ROI small area,"Cork, Cloyne and Ross",047243003,174,7,9,4
047271012,ROI small area,"Cork, Cloyne and Ross",047271012,257,34,58,7
047271010,ROI small area,"Cork, Cloyne and Ross",047271010,131,18,60,15
047271008,ROI small area,"Cork, Cloyne and Ross",047271008,123,18,33,34
047107008,ROI small area,"Cork, Cloyne and Ross",047107008,117,25,28,7
047107007,ROI small area,"Cork, Cloyne and Ross",047107007,140,8,47,5
047106003,ROI small area,"Cork, Cloyne and Ross",047106003,299,22,76,12
047106015,ROI small area,"Cork, Cloyne and Ross",047106015,292,54,79,15
047152005,ROI small area,"Cork, Cloyne and Ross",047152005,145,30,49,34
047152006,ROI small area,"Cork, Cloyne and Ross",047152006,191,21,23,18
047072032,ROI small area,"Cork, Cloyne and Ross",047072032,245,36,72,25
047072033,ROI small area,"Cork, Cloyne and Ross",047072033,229,22,54,18
047072035,ROI small area,"Cork, Cloyne and Ross",047072035,231,15,59,2
047258009,ROI small area,"Cork, Cloyne and Ross",047258009,219,12,13,14
127020002,ROI small area,"Tuam, Limerick and Killaloe",127020002,284,22,25,6
047258007,ROI small area,"Cork, Cloyne and Ross",047258007,210,21,29,2
047258008,ROI small area,"Cork, Cloyne and Ross",047258008,186,18,32,5
047258006,ROI small area,"Cork, Cloyne and Ross",047258006,198,32,23,28
047258005,ROI small area,"Cork, Cloyne and Ross",047258005,130,9,22,10
047258019,ROI small area,"Cork, Cloyne and Ross",047258019,193,15,28,1
047258018,ROI small area,"Cork, Cloyne and Ross",047258018,142,13,17,3
047077001/03,ROI small area,"Cork, Cloyne and Ross",047077001/03,242,20,65,1
047151001,ROI small area,"Cork, Cloyne and Ross",047151001,187,16,18,10
227089003,ROI small area,"Cork, Cloyne and Ross",227089003,158,7,27,7
227089004,ROI small area,"Cork, Cloyne and Ross",227089004,176,16,30,1
047258012,ROI small area,"Cork, Cloyne and Ross",047258012,257,12,36,1
047279006,ROI small area,"Cork, Cloyne and Ross",047279006,223,18,50,6
047253020,ROI small area,"Cork, Cloyne and Ross",047253020,281,65,65,15
047253017,ROI small area,"Cork, Cloyne and Ross",047253017,246,13,40,16
047064015,ROI small area,"Cork, Cloyne and Ross",047064015,222,21,61,16
047064017,ROI small area,"Cork, Cloyne and Ross",047064017,262,17,23,1
047279011,ROI small area,"Cork, Cloyne and Ross",047279011,153,26,23,13
047064009,ROI small area,"Cork, Cloyne and Ross",047064009,236,11,53,6
047064005,ROI small area,"Cork, Cloyne and Ross",047064005,298,11,42,4
047279007,ROI small area,"Cork, Cloyne and Ross",047279007,196,1,16,0
048044005,ROI small area,"Cork, Cloyne and Ross",048044005,226,10,55,7
048042008,ROI small area,"Cork, Cloyne and Ross",048042008,191,6,25,5
127018034,ROI small area,"Tuam, Limerick and Killaloe",127018034,186,23,27,10
127018048,ROI small area,"Tuam, Limerick and Killaloe",127018048,187,53,35,55
047271020,ROI small area,"Cork, Cloyne and Ross",047271020,101,35,44,19
047107015,ROI small area,"Cork, Cloyne and Ross",047107015,142,23,75,29
047107017,ROI small area,"Cork, Cloyne and Ross",047107017,213,7,40,2
047106008,ROI small area,"Cork, Cloyne and Ross",047106008,261,37,34,14
047106006,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047284001,ROI small area,"Cork, Cloyne and Ross",047284001,318,13,56,21
047064023,ROI small area,"Cork, Cloyne and Ross",047064023,144,10,38,9
047064027,ROI small area,"Cork, Cloyne and Ross",047064027,185,14,37,3
047303016,ROI small area,"Cork, Cloyne and Ross",047303016,150,11,44,5
047106024,ROI small area,"Cork, Cloyne and Ross",047106024,219,8,45,4
047254009,ROI small area,"Cork, Cloyne and Ross",047254009,208,34,65,15
047254016,ROI small area,"Cork, Cloyne and Ross",047254016,118,38,35,7
047254015,ROI small area,"Cork, Cloyne and Ross",047254015,172,40,47,1
047105012,ROI small area,"Cork, Cloyne and Ross",047105012,291,48,79,30
047254014,ROI small area,"Cork, Cloyne and Ross",047254014,136,44,77,10
047254002,ROI small area,"Cork, Cloyne and Ross",047254002,209,38,58,9
047253004,ROI small area,"Cork, Cloyne and Ross",047253004,243,68,78,13
047254012,ROI small area,"Cork, Cloyne and Ross",047254012,129,15,51,13
047254010,ROI small area,"Cork, Cloyne and Ross",047254010,126,34,36,10
047254013,ROI small area,"Cork, Cloyne and Ross",047254013,166,15,23,6
227003002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047254005,ROI small area,"Cork, Cloyne and Ross",047254005,77,7,36,11
047254017,ROI small area,"Cork, Cloyne and Ross",047254017,108,39,34,11
047077015,ROI small area,"Cork, Cloyne and Ross",047077015,282,42,56,24
047105010,ROI small area,"Cork, Cloyne and Ross",047105010,270,28,61,15
047253008,ROI small area,"Cork, Cloyne and Ross",047253008,191,41,49,18
048043003,ROI small area,"Cork, Cloyne and Ross",048043003,262,17,66,4
047254004,ROI small area,"Cork, Cloyne and Ross",047254004,207,4,36,21
047254001,ROI small area,"Cork, Cloyne and Ross",047254001,92,33,37,10
047227005,ROI small area,"Cork, Cloyne and Ross",047227005,178,8,40,2
037099005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037099006,ROI small area,"Tuam, Limerick and Killaloe",037099006,150,6,13,1
037099011,ROI small area,"Tuam, Limerick and Killaloe",037099011,94,74,16,7
048042003,ROI small area,"Cork, Cloyne and Ross",048042003,177,16,85,1
067013016,ROI small area,"Tuam, Limerick and Killaloe",067013016,90,6,26,6
067013005,ROI small area,"Tuam, Limerick and Killaloe",067013005,198,4,32,22
067013003,ROI small area,"Tuam, Limerick and Killaloe",067013003,225,24,78,26
067013017,ROI small area,"Tuam, Limerick and Killaloe",067013017,188,29,63,5
